Date;Open;High;Low;Close;Adj Close;Volume
1/2/2021;3242,360107;3350,26001;3235,030029;3342,879883;3342,879883;4160200
2/2/2021;3380;3427,73999;3361,129883;3380;3380;7098600
3/2/2021;3425,01001;3434;3308,620117;3312,530029;3312,530029;7088800
4/2/2021;3330;3347;3277,75;3331;3331;3670700
5/2/2021;3319;3377;3302,709961;3352,149902;3352,149902;3620800
8/2/2021;3358,5;3365;3304;3322,939941;3322,939941;3257400
9/2/2021;3312,48999;3338;3297,840088;3305;3305;2203500
10/2/2021;3314;3317,949951;3254;3286,580078;3286,580078;3151600
11/2/2021;3292;3292;3248,060059;3262,129883;3262,129883;2301400
12/2/2021;3250;3280,25;3233,310059;3277,709961;3277,709961;2335300
16/2/2021;3254,050049;3308,300049;3253,590088;3268,949951;3268,949951;2574700
17/2/2021;3263,600098;3320,909912;3259,5;3308,639893;3308,639893;3297500
18/2/2021;3282,419922;3338;3273,939941;3328,22998;3328,22998;3027400
19/2/2021;3328,22998;3333,5;3245,75;3249,899902;3249,899902;4305200
22/2/2021;3208,129883;3232,320068;3172,26001;3180,73999;3180,73999;3515700
23/2/2021;3127,030029;3204,72998;3093,600098;3194,5;3194,5;4677200
24/2/2021;3166,75;3171,22998;3125,379883;3159,530029;3159,530029;3011300
25/2/2021;3136,73999;3178,26001;3047,76001;3057,159912;3057,159912;4533800
26/2/2021;3095,199951;3122,439941;3036,699951;3092,929932;3092,929932;4275900
1/3/2021;3127,889893;3149,560059;3097,98999;3146,139893;3146,139893;2729100
2/3/2021;3143,469971;3163,52002;3087,120117;3094,530029;3094,530029;2595800
3/3/2021;3081,179932;3107,780029;2995;3005;3005;3988700
4/3/2021;3012;3058,129883;2945,429932;2977,570068;2977,570068;5481600
5/3/2021;3005;3009;2881;3000,459961;3000,459961;5388600
8/3/2021;3015;3064,590088;2951,310059;2951,949951;2951,949951;4185000
9/3/2021;3017,98999;3090,959961;3005,149902;3062,850098;3062,850098;4030000
10/3/2021;3098,449951;3116,459961;3030,050049;3057,639893;3057,639893;3012500
11/3/2021;3104,01001;3131,780029;3082,929932;3113,590088;3113,590088;2776400
12/3/2021;3075;3098,97998;3045,5;3089,48999;3089,48999;2421900
15/3/2021;3074,570068;3082,23999;3032,090088;3081,679932;3081,679932;2913600
16/3/2021;3104,969971;3128,909912;3075,860107;3091,860107;3091,860107;2538800
17/3/2021;3073,219971;3173,050049;3070,219971;3135,72998;3135,72998;3118600
18/3/2021;3101;3116,629883;3025;3027,98999;3027,98999;3649600
19/3/2021;3029,22998;3077,290039;3016,629883;3074,959961;3074,959961;4625400
22/3/2021;3067,850098;3126,580078;3060,050049;3110,870117;3110,870117;2902200
23/3/2021;3127;3182;3120,850098;3137,5;3137,5;3817300
24/3/2021;3151,040039;3160,310059;3085,149902;3087,070068;3087,070068;2959000
25/3/2021;3072,98999;3109,780029;3037,139893;3046,26001;3046,26001;3563500
26/3/2021;3044,060059;3056,659912;2996;3052,030029;3052,030029;3312900
29/3/2021;3055,439941;3091,25;3028,449951;3075,72998;3075,72998;2746000
30/3/2021;3070,01001;3073;3034;3055,290039;3055,290039;2337600
31/3/2021;3064,060059;3119,330078;3062,5;3094,080078;3094,080078;3093900
1/4/2021;3117,939941;3162,439941;3115,550049;3161;3161;2940300
5/4/2021;3173;3235,959961;3161,23999;3224,072998;3226,72998;3334900
6/4/2021;3223,75;3247,310059;3217,040039;3223,820068;3223,820068;2537800
7/4/2021;3233,800049;3303,610107;3223,649902;3279,389893;3279,389893;3346200
8/4/2021;3310,899902;3324,5;3292;3299,300049;3299,300049;2812100
9/4/2021;3304,699951;3372,199951;3288,899902;3372,199951;3372,199951;4341500
12/4/2021;3355,209961;3395,040039;3351,149902;3379,389893;3379,389893;3281800
13/4/2021;3400,850098;3432;3395,629883;3400;3400;3315800
14/4/2021;3404,040039;3404,129883;3326;3333;3333;3145200
15/4/2021;3371;3397;3352;3379,090088;3379,090088;3233600
16/4/2021;3380;3406,800049;3355,590088;3399,439941;3399,439941;3186000
19/4/2021;3390,330078;3435,929932;3360,159912;3372,01001;3372,01001;2725400
20/4/2021;3373,600098;3382,98999;3316;3334,689941;3334,689941;2623000
21/4/2021;3316;3362,860107;3303,810059;3362,02002;3362,02002;2211200
22/4/2021;3371,679932;3372,870117;3301,449951;3309,040039;3309,040039;2580600
23/4/2021;3319,100098;3375;3308,5;3340,879883;3340,879883;3192800
26/4/2021;3348;3428,449951;3330,939941;3409;3409;4880700
27/4/2021;3443,469971;3460;3398,01001;3417,429932;3417,429932;3827100
28/4/2021;3434,800049;3489,879883;3425;3458,5;3458,5;4631900
29/4/2021;3505,100098;3514,449951;3435;3471,310059;3471,310059;7682400
30/4/2021;3525,120117;3554;3462,5;3467,419922;3467,419922;7009300
3/5/2021;3484,72998;3486,649902;3372,699951;3386,48999;3386,48999;5875500
4/5/2021;3356,189941;3367,97998;3272,129883;3311,870117;3311,870117;5439400
5/5/2021;3338,860107;3354,699951;3264,360107;3270,540039;3270,540039;3711300
6/5/2021;3270;3314,399902;3247,199951;3306,370117;3306,370117;4447700
7/5/2021;3319,090088;3330,889893;3289,070068;3291,610107;3291,610107;4710300
10/5/2021;3282,320068;3283;3190;3190,48999;3190,48999;5838600
11/5/2021;3136,280029;3238;3127,370117;3223,909912;3223,909912;4619800
12/5/2021;3185;3207,939941;3133,100098;3151,939941;3151,939941;4936400
13/5/2021;3185,469971;3203,840088;3133;3161,469971;3161,469971;3350900
14/5/2021;3185,560059;3228,860107;3183;3222,899902;3222,899902;3325000
17/5/2021;3245,929932;3292,75;3234,590088;3270,389893;3270,389893;3723900
18/5/2021;3292,580078;3312;3230,370117;3232,280029;3232,280029;2828400
19/5/2021;3195;3234,75;3184;3231,800049;3231,800049;2679700
20/5/2021;3244,399902;3259,679932;3236,179932;3247,679932;3247,679932;2633200
21/5/2021;3250;3256,689941;3197,01001;3203,080078;3203,080078;4104900
24/5/2021;3215,5;3257,949951;3210,5;3244,98999;3244,98999;2422800
25/5/2021;3266,669922;3279,820068;3213,76001;3259,050049;3259,050049;3261100
26/5/2021;3274,590088;3295,72998;3258,51001;3265,159912;3265,159912;2384000
27/5/2021;3256;3260,360107;3230,040039;3230,110107;3230,110107;2561200
28/5/2021;3242;3247,98999;3219,699951;3223,070068;3223,070068;2329800
1/6/2021;3243,5;3250,97998;3209,060059;3218,649902;3218,649902;2430000
2/6/2021;3223,100098;3235;3208;3233,98999;3233,98999;2014500
3/6/2021;3204,22998;3214,439941;3184,030029;3187,01001;3187,01001;2398300
4/6/2021;3212;3221;3198,810059;3206,219971;3206,219971;2249700
7/6/2021;3197,330078;3208;3172,199951;3198,01001;3198,01001;2215800
8/6/2021;3222,610107;3279,530029;3218,01001;3264,110107;3264,110107;3416700
9/6/2021;3272,870117;3297,580078;3270,699951;3281,149902;3281,149902;2455500
10/6/2021;3282,01001;3351;3281,149902;3349,649902;3349,649902;3476500
11/6/2021;3349,649902;3366,580078;3333,449951;3346,830078;3346,830078;2817400
14/6/2021;3346,830078;3385;3335,5;3383,870117;3383,870117;2569700
15/6/2021;3384;3396,98999;3363,110107;3383,129883;3383,129883;2426200
16/6/2021;3392;3426,350098;3360,530029;3415,25;3415,25;4202800
17/6/2021;3403,179932;3497,199951;3401;3489,23999;3489,23999;5136500
18/6/2021;3479,98999;3507;3473,709961;3486,899902;3486,899902;5247700
21/6/2021;3476,419922;3482;3434;3453,959961;3453,959961;3277100
22/6/2021;3458,060059;3523,780029;3456,090088;3505,439941;3505,439941;3345100
23/6/2021;3505;3521;3483,199951;3503,820068;3503,820068;2813300
24/6/2021;3507,639893;3524,860107;3430,850098;3449,080078;3449,080078;3832000
25/6/2021;3464;3464,820068;3394,179932;3401,459961;3401,459961;3941000
28/6/2021;3416;3448;3413,51001;3443,889893;3443,889893;2242800
29/6/2021;3438,820068;3456,030029;3423,030029;3448,139893;3448,139893;2098400
30/6/2021;3441,060059;3471,600098;3435;3440,159912;3440,159912;2404000
1/7/2021;3434,610107;3457;3409,419922;3432,969971;3432,969971;2037100
2/7/2021;3451,639893;3511,719971;3436,919922;3510,97998;3510,97998;3169400
6/7/2021;3530,110107;3685,47998;3529;3675,73999;3675,73999;6744800
7/7/2021;3717,379883;3734,199951;3678,909912;3696,580078;3696,580078;5328100
8/7/2021;3643,560059;3759,98999;3621,120117;3731,409912;3731,409912;5180600
9/7/2021;3722,52002;3748;3693,399902;3719,340088;3719,340088;3748200
12/7/2021;3744;3757,290039;3696,790039;3718,550049;3718,550049;2571600
13/7/2021;3702,100098;3773,080078;3671,320068;3677,360107;3677,360107;3845900
14/7/2021;3708,850098;3717,659912;3660,830078;3681,679932;3681,679932;3296600
15/7/2021;3694,199951;3695,399902;3620,919922;3631,199951;3631,199951;3185300
16/7/2021;3633,310059;3646,060059;3570,459961;3573,629883;3573,629883;4043700
19/7/2021;3532,580078;3550,209961;3499,159912;3549,590088;3549,590088;3784600
20/7/2021;3567,320068;3592;3518;3573,189941;3573,189941;3255700
21/7/2021;3576,379883;3586,449951;3543,639893;3585,199951;3585,199951;2319000
22/7/2021;3587,22998;3640,02002;3582,27002;3638,030029;3638,030029;3265400
23/7/2021;3640;3666,110107;3622,040039;3656,639893;3656,639893;2436300
26/7/2021;3673,169922;3712,080078;3647,25;3699,820068;3699,820068;2900100
27/7/2021;3698,5;3698,5;3586,149902;3626,389893;3626,389893;4131900
28/7/2021;3633,780029;3658,419922;3601;3630,320068;3630,320068;2999400
29/7/2021;3627,75;3637,949951;3580,01001;3599,919922;3599,919922;5520000
30/7/2021;3347,949951;3368,139893;3306,97998;3327,590088;3327,590088;9965600
2/8/2021;3353,100098;3358,919922;3317;3331,47998;3331,47998;3353900
3/8/2021;3340,719971;3391;3299,77002;3366,23999;3366,23999;4157300
4/8/2021;3379,350098;3388,879883;3345,560059;3354,719971;3354,719971;2183900
5/8/2021;3356,219971;3389;3340,919922;3375,98999;3375,98999;2433500
6/8/2021;3375;3375;3329,040039;3344,939941;3344,939941;2637600
9/8/2021;3343,610107;3354,879883;3328,52002;3341,870117;3341,870117;2148200
10/8/2021;3345,01001;3358;3315;3320,679932;3320,679932;2412600
11/8/2021;3331,449951;3337,699951;3277,790039;3292,110107;3292,110107;2947200
12/8/2021;3290;3314,51001;3269,669922;3303,5;3303,5;2314100
13/8/2021;3305,669922;3306,070068;3283;3293,969971;3293,969971;2056700
16/8/2021;3283;3300;3211,129883;3298,98999;3298,98999;3319700
17/8/2021;3277,5;3280,48999;3225,679932;3241,959961;3241,959961;3387900
18/8/2021;3241,98999;3254,100098;3200;3201,219971;3201,219971;2804300
19/8/2021;3194,02002;3233;3182,459961;3187,75;3187,75;3782900
20/8/2021;3203,870117;3207,810059;3175,76001;3199,949951;3199,949951;3358400
23/8/2021;3211,899902;3280,899902;3210,01001;3265,870117;3265,870117;3268100
24/8/2021;3280;3315,48999;3274,580078;3305,780029;3305,780029;2551800
25/8/2021;3309,870117;3321;3286,149902;3299,179932;3299,179932;1680300
26/8/2021;3299;3332;3296;3316;3316;2098800
27/8/2021;3333,22998;3352,320068;3313,75;3349,629883;3349,629883;2402400
30/8/2021;3357,429932;3445;3355,219971;3421,570068;3421,570068;3192200
31/8/2021;3424,800049;3472,580078;3395,590088;3470,790039;3470,790039;4356400
1/9/2021;3496,399902;3527;3475,23999;3479;3479;3629900
2/9/2021;3494,76001;3511,959961;3455;3463,120117;3463,120117;2923700
3/9/2021;3452;3482,669922;3436,439941;3478,050049;3478,050049;2575700
7/9/2021;3478;3528,090088;3476,939941;3509,290039;3509,290039;2737900
8/9/2021;3511,649902;3545,629883;3495,669922;3525,5;3525,5;3053400
9/9/2021;3526,02002;3549,98999;3480,370117;3484,159912;3484,159912;2719200
10/9/2021;3501,830078;3508,449951;3462,909912;3469,149902;3469,149902;2397300
13/9/2021;3482,800049;3497,959961;3438;3457,169922;3457,169922;2569000
14/9/2021;3475,550049;3486,810059;3437,709961;3450;3450;1936900
15/9/2021;3442,52002;3485,419922;3402,01001;3475,790039;3475,790039;2957500
16/9/2021;3459,959961;3492,550049;3446,139893;3488,23999;3488,23999;2583600
17/9/2021;3488,409912;3497,409912;3452,129883;3462,52002;3462,52002;4616600
20/9/2021;3396;3419;3305,01001;3355,72998;3355,72998;4669100
21/9/2021;3375;3379,699951;3332,389893;3343,629883;3343,629883;2780900
22/9/2021;3351;3389;3341,050049;3380,050049;3380,050049;2411400
23/9/2021;3380,050049;3428,959961;3380,050049;3416;3416;2379400
24/9/2021;3402,01001;3429,26001;3393,399902;3425,52002;3425,52002;2116200
27/9/2021;3371,5;3415,570068;3339,610107;3405,800049;3405,800049;3634500
28/9/2021;3357,709961;3369,189941;3290,100098;3315,959961;3315,959961;4430800
29/9/2021;3322,110107;3351,300049;3297,870117;3301,120117;3301,120117;2562300
30/9/2021;3316;3327,850098;3273,98999;3285,040039;3285,040039;2842400
1/10/2021;3289,01001;3309,169922;3255,939941;3283,26001;3283,26001;2835600
4/10/2021;3279,389893;3279,98999;3176,25;3189,780029;3189,780029;4523100
5/10/2021;3204,5;3260,72998;3202,459961;3221;3221;3269200
6/10/2021;3213,530029;3264,340088;3198,620117;3262,01001;3262,01001;2533000
7/10/2021;3291,540039;3325,75;3283,060059;3302,429932;3302,429932;2409100
8/10/2021;3317;3321,429932;3288,199951;3288,620117;3288,620117;1998200
11/10/2021;3275;3292,590088;3238,100098;3246,300049;3246,300049;2034200
12/10/2021;3257;3267,530029;3236,280029;3247,330078;3247,330078;1819600
13/10/2021;3269,709961;3288,379883;3261,090088;3284,280029;3284,280029;2420100
14/10/2021;3302,449951;3312,600098;3290,780029;3299,860107;3299,860107;2109500
15/10/2021;3311,419922;3410,419922;3304;3409,02002;3409,02002;5179900
18/10/2021;3388,360107;3449,169922;3385,100098;3446,73999;3446,73999;3174100
19/10/2021;3434,290039;3454,689941;3422;3444,149902;3444,149902;2386100
20/10/2021;3452,659912;3462,860107;3400,370117;3415,060059;3415,060059;2139800
21/10/2021;3414,25;3440,280029;3403;3435,01001;3435,01001;1881400
22/10/2021;3421;3429,840088;3331,300049;3335,550049;3335,550049;3139100
25/10/2021;3335;3347,800049;3297,699951;3320,370117;3320,370117;2226000
26/10/2021;3349,51001;3416,120117;3343,97998;3376,070068;3376,070068;2698300
27/10/2021;3388;3437;3371,449951;3392,48999;3392,48999;2702200
28/10/2021;3402,100098;3479;3386;3446,570068;3446,570068;5708700
29/10/2021;3300,02002;3374,820068;3273,320068;3372,429932;3372,429932;6486100
1/11/2021;3361,800049;3375,860107;3292,02002;3318,110107;3318,110107;3608900
2/11/2021;3315,01001;3331,120117;3283,550049;3312,75;3312,75;2627600
3/11/2021;3309;3394,919922;3297,52002;3384;3384;3397200
4/11/2021;3370;3498,629883;3365;3477;3477;5353000
5/11/2021;3477;3566,25;3476,97998;3518,98999;3518,98999;4997000
8/11/2021;3523,23999;3579;3487,860107;3488,97998;3488,97998;3074000
9/11/2021;3515,25;3593,77002;3501,429932;3576,22998;3576,22998;4294900
10/11/2021;3563,870117;3605,449951;3463,090088;3482,050049;3482,050049;4027400
11/11/2021;3513;3543,23999;3467,469971;3472,5;3472,5;2264400
12/11/2021;3485;3540,72998;3447,050049;3525,149902;3525,149902;2689400
15/11/2021;3537;3593,879883;3525,810059;3545,679932;3545,679932;2929700
16/11/2021;3539;3576,5;3525,149902;3540,699951;3540,699951;2217100
17/11/2021;3564,719971;3587,25;3545,350098;3549;3549;2560300
18/11/2021;3566,350098;3704,199951;3561;3696,060059;3696,060059;5703500
19/11/2021;3712,689941;3762,149902;3675,719971;3676,570068;3676,570068;4936700
22/11/2021;3676,379883;3713,459961;3567,5;3572,570068;3572,570068;4842200
23/11/2021;3585,040039;3621,050049;3527,709961;3580,040039;3580,040039;3690200
24/11/2021;3562,669922;3613,639893;3536,850098;3580,409912;3580,409912;2328000
26/11/2021;3602,100098;3633,5;3504,149902;3504,560059;3504,560059;2991300
29/11/2021;3547,639893;3596;3531,5;3561,570068;3561,570068;3265600
30/11/2021;3563,5;3585,77002;3492,01001;3507,070068;3507,070068;4001100
1/12/2021;3545;3559,879883;3441,600098;3443,719971;3443,719971;3745800
2/12/2021;3460;3492,699951;3423,75;3437,360107;3437,360107;3236300
3/12/2021;3455;3469,870117;3338,600098;3389,790039;3389,790039;4035600
6/12/2021;3393;3473,909912;3338,689941;3427,370117;3427,370117;3443000
7/12/2021;3492;3549,98999;3466,689941;3523,290039;3523,290039;3320500
8/12/2021;3523,01001;3543,600098;3495,01001;3523,159912;3523,159912;2262700
9/12/2021;3515;3539,389893;3482,790039;3483,419922;3483,419922;2303100
10/12/2021;3508,340088;3518,540039;3410;3444,23999;3444,23999;3034500
13/12/2021;3440;3442;3382,600098;3391,350098;3391,350098;3108500
14/12/2021;3351;3389,97998;3328,800049;3381,830078;3381,830078;2798800
15/12/2021;3371,959961;3472;3303,899902;3466,300049;3466,300049;3789700
16/12/2021;3467,370117;3483,320068;3363,209961;3377,419922;3377,419922;3043800
17/12/2021;3354,209961;3417,969971;3312,27002;3400,350098;3400,350098;4277100
20/12/2021;3337;3357,48999;3312;3341,580078;3341,580078;2868600
21/12/2021;3357,01001;3414,330078;3312,949951;3408,340088;3408,340088;2797800
22/12/2021;3385,399902;3441;3370,01001;3420,73999;3420,73999;2751800
23/12/2021;3408,560059;3439,5;3403;3421,370117;3421,370117;1839400
27/12/2021;3420,73999;3458,860107;3384,310059;3393,389893;3393,389893;2934400
28/12/2021;3403,649902;3443,52002;3382,709961;3413,219971;3413,219971;2731900
29/12/2021;3416,800049;3424,23999;3372,01001;3384,02002;3384,02002;1787700
30/12/2021;3394;3417,76001;3370,47998;3372,889893;3372,889893;1879200
31/12/2021;3379,120117;3387;3331,169922;3334,340088;3334,340088;2391500
3/1/2022;3351;3414,070068;3323,209961;3408,090088;3408,090088;3176000
4/1/2022;3408,76001;3428;3326,98999;3350,439941;3350,439941;3536300
5/1/2022;3337,659912;3342,530029;3287,139893;3287,139893;3287,139893;3215100
6/1/2022;3269,01001;3296;3238,73999;3265,080078;3265,080078;2597900
7/1/2022;3276,780029;3304,870117;3240,620117;3251,080078;3251,080078;2330300
10/1/2022;3211,709961;3233,22998;3126,090088;3229,719971;3229,719971;4389900
11/1/2022;3230;3327;3214,030029;3307,23999;3307,23999;3140300
12/1/2022;3331,5;3337,560059;3288,340088;3304,139893;3304,139893;2501500
13/1/2022;3305,01001;3324,429932;3221,820068;3224,280029;3224,280029;2609400
14/1/2022;3203;3245;3196,01001;3242,76001;3242,76001;2298700
18/1/2022;3182,100098;3194,689941;3153,290039;3178,350098;3178,350098;3364600
19/1/2022;3175,23999;3185;3125;3125,97998;3125,97998;2662100
20/1/2022;3135,320068;3160;3027,02002;3033,350098;3033,350098;3598700
21/1/2022;2999;3018;2841,409912;2852,860107;2852,860107;8198600
24/1/2022;2780;2898,899902;2707,040039;2890,879883;2890,879883;7781200
25/1/2022;2844,850098;2872;2762,899902;2799,719971;2799,719971;4541200
26/1/2022;2895;2903,699951;2746,370117;2777,449951;2777,449951;4780100
27/1/2022;2816;2884,870117;2787;2792,75;2792,75;3875800
28/1/2022;2817,209961;2879,959961;2758,590088;2879,560059;2879,560059;3719600
31/1/2022;2895;3007,209961;2886,01001;2991,469971;2991,469971;3915400
1/2/2022;3000;3034,159912;2952,550049;3023,870117;3023,870117;2961000
2/2/2022;3101,01001;3101,5;2977,27002;3012,25;3012,25;4366500
3/2/2022;2834,75;2884,949951;2766,659912;2776,909912;2776,909912;11276600
4/2/2022;3112,129883;3224;3012,159912;3152,790039;3152,790039;12672800
7/2/2022;3170,399902;3253,820068;3145;3158,709961;3158,709961;5131200
8/2/2022;3135,01001;3235,850098;3111,01001;3228,27002;3228,27002;3802000
9/2/2022;3257,469971;3276,689941;3205;3223,790039;3223,790039;3439300
10/2/2022;3167;3214,330078;3155;3180,070068;3180,070068;3413400
11/2/2022;3162,689941;3180;3054,679932;3065,870117;3065,870117;3855000
14/2/2022;3035,02002;3168,969971;3033;3103,340088;3103,340088;4161500
15/2/2022;3152,110107;3160,139893;3092,75;3130,209961;3130,209961;2822000
16/2/2022;3115,810059;3176,679932;3094,689941;3162,01001;3162,01001;2635200
17/2/2022;3162,919922;3206,97998;3090;3093,050049;3093,050049;3201600
18/2/2022;3109,98999;3109,98999;3017,860107;3052,030029;3052,030029;3180200
22/2/2022;3009,570068;3059,649902;2969,709961;3003,949951;3003,949951;3306400
23/2/2022;3033,01001;3035,26001;2893,02002;2896,540039;2896,540039;3212200
24/2/2022;2796,75;3034,97998;2790;3027,159912;3027,159912;5039300
25/2/2022;3011;3079,800049;2984,27002;3075,77002;3075,77002;3119800
28/2/2022;3048,5;3089;3017;3071,26001;3071,26001;2884200
1/3/2022;3054,649902;3081,97998;2999,540039;3022,840088;3022,840088;2243700
2/3/2022;3016,97998;3059,98999;2975;3041,050049;3041,050049;2366700
3/3/2022;3070,629883;3078,580078;2937,120117;2957,969971;2957,969971;3259900
4/3/2022;2943,179932;2957;2876,139893;2912,820068;2912,820068;3046700
7/3/2022;2908,870117;2921,889893;2748,330078;2749,060059;2749,060059;4346700
8/3/2022;2733,669922;2813,98999;2671,449951;2720,290039;2720,290039;4583100
9/3/2022;2790;2805;2736,560059;2785,580078;2785,580078;4132800
10/3/2022;2913,699951;2973,48999;2879,560059;2936,350098;2936,350098;6753100
11/3/2022;2991,48999;2993,5;2907,379883;2910,48999;2910,48999;3445000
14/3/2022;2919,620117;2949;2817,679932;2837,060059;2837,060059;3704300
15/3/2022;2857;2959,699951;2840;2947,330078;2947,330078;3779200
16/3/2022;2970;3063;2947,070068;3062,080078;3062,080078;4247900
17/3/2022;3052,810059;3149,969971;3042,800049;3144,780029;3144,780029;3646700
18/3/2022;3136,26001;3231,879883;3120,219971;3225,01001;3225,01001;5148100
21/3/2022;3222,419922;3261,679932;3191,060059;3229,830078;3229,830078;3326900
22/3/2022;3236,110107;3323,340088;3233,97998;3297,780029;3297,780029;3204300
23/3/2022;3274,100098;3327,399902;3253,73999;3268,159912;3268,159912;2790600
24/3/2022;3274,98999;3282,370117;3201;3272,98999;3272,98999;2839900
25/3/2022;3280;3307,370117;3245;3295,469971;3295,469971;2451600
28/3/2022;3299,5;3380,75;3298;3379,810059;3379,810059;2992700
29/3/2022;3407,679932;3416,629883;3357,370117;3386,300049;3386,300049;3307700
30/3/2022;3370,189941;3379,01001;3310;3326,02002;3326,02002;2808400
31/3/2022;3328,899902;3329,899902;3259,070068;3259,949951;3259,949951;2998300
